"X","Track.Name","Artist","id","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Streams","popularity"
43,"Forever After All","Luke Combs","6IBcOGPsniK3Pso1wHIhew",0.191,0.487,232533,0.65,0,0,0.0933,-5.195,1,0.0253,151.964,4,0.456,1701737,80
44,"Sky","Playboi Carti","29TPjc8wxfz4XMn21O7VsZ",0.258,0.785,193234,0.903,0,2,0.169,-4.184,1,0.21,139.98,4,0.565,1701442,85
45,"Money Trees","Kendrick Lamar","2HbKqm4o0w5wEeEFXm2sD4",0.0703,0.716,386907,0.531,0,7,0.224,-7.355,1,0.122,71.994,4,0.344,1688763,78
46,"p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole","5W8jRrZ6tWrTrqnKRtIQBf",0.104,0.861,218210,0.656,0,4,0.0986,-7.867,0,0.425,88.967,4,0.331,1684606,81
47,"Jocelyn Flores","XXXTENTACION","7m9OqQk4RVRkw9JJdeAw96",0.469,0.872,119133,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437,1682677,86
48,"Calling My Phone","Lil Tjay","3J8EOeKLTLXORtWPpOU5bE",0.451,0.907,205458,0.393,1.35e-06,4,0.135,-7.636,0,0.0539,104.949,4,0.202,1673988,84
49,"Robbery","Juice WRLD","6Hj9jySrnFppAI0sEMCZpJ",0.328,0.685,240051,0.692,0,2,0.153,-5.122,1,0.0457,159.966,5,0.578,1666995,84
50,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke","0PvFJmanyNQMseIFrU708S",0.114,0.823,190476,0.586,0,6,0.193,-6.606,0,0.2,125.971,4,0.347,1665454,84
51,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","Tyler, The Creator","5B0kgjHULYJhAQkK5XsMoC",0.269,0.493,121573,0.653,0,0,0.511,-5.666,0,0.0466,142.347,4,0.852,1661955,81
52,"Everybody Talks","Neon Trees","2iUmqdfGZcHIhS3b9E9EWq",0.00301,0.471,177280,0.924,0,8,0.313,-3.906,1,0.0586,154.961,4,0.725,1658799,82
53,"Best Friend (feat. Doja Cat)","Saweetie","20BOju91NaEFK5Py4VJ2pp",0.00302,0.84,155884,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402,1655230,72
54,"Whiskey Glasses","Morgan Wallen","6foY66mWZN0pSRjZ408c00",0.369,0.614,234347,0.68,1.84e-06,6,0.115,-4.58,1,0.0289,149.959,4,0.707,1639354,79
55,"Someone You Loved","Lewis Capaldi","7qEHsqek33rTcFNT9PFqLf",0.751,0.501,182161,0.405,0,1,0.105,-5.679,1,0.0319,109.891,4,0.446,1637607,87
56,"Tongue Tied","Grouplove","0GO8y8jQk1PkHzS31d699N",0.00847,0.56,218013,0.936,0,3,0.161,-5.835,1,0.0439,112.96,4,0.371,1615129,81
57,"Late At Night","Roddy Ricch","1fxYz1s15pyZLsJT0Hdh1m",0.343,0.643,174682,0.403,0,1,0.138,-11.254,0,0.41,98.54,4,0.111,1614923,81
58,"breadwinner","Kacey Musgraves","2stbjvpFujerfDUuUUPX7o",0.769,0.866,200840,0.508,8.35e-06,8,0.11,-8.591,0,0.058,117.951,4,0.476,1611822,77
59,"edamame (feat. Rich Brian)","bbno$","1uMHCAyGmHqyygoNRuo7MV",0.023,0.815,133707,0.848,0.000162,4,0.0265,-4.704,0,0.115,106.032,4,0.684,1610135,88
60,"Ball If I Want To","DaBaby","0cu0rhnlCnJ7JIeHRiLpj3",0.161,0.902,112547,0.669,0,1,0.0728,-5.049,1,0.457,139.949,4,0.628,1609479,81
61,"WITHOUT YOU","The Kid LAROI","27OeeYzk6klgBh83TSvGMA",0.213,0.662,161385,0.413,0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,1609017,86
62,"Wockesha (with Lil Wayne & Ashanti) - Remix","Moneybagg Yo","3mLx5JNbIi12thSZ4ExWHg",0.115,0.56,217881,0.558,0,0,0.137,-9.493,1,0.495,82.991,4,0.801,1608248,74
63,"LOST IN THE CITADEL","Lil Nas X","6th8IdY4lYeM0QlSQJhhkp",0.0963,0.768,170323,0.764,1.03e-05,0,0.114,-5.82,1,0.0295,92.965,4,0.472,1604835,78
64,"Laugh Now Cry Later (feat. Lil Durk)","Drake","2SAqBLGA283SUiwJ3xOUVI",0.244,0.761,261493,0.518,3.47e-05,0,0.107,-8.871,1,0.134,133.976,4,0.522,1585024,83
65,"you broke me first","Tate McRae","45bE4HXI0AwGZXfZtMp8JR",0.785,0.667,169266,0.373,0,4,0.0906,-9.389,1,0.05,124.148,4,0.0823,1579601,87
66,"Pursuit Of Happiness (Nightmare)","Kid Cudi","4kTLpAbhuEGHAAdDjOIWaa",0.497,0.627,295293,0.589,7.05e-05,0,0.324,-9.056,1,0.0405,115.284,4,0.247,1578063,71
67,"Paralyzed","Sueco","39r4amB8iJUXsHqoin35MF",0.00126,0.587,162805,0.847,2.29e-06,0,0.111,-5.273,0,0.0594,149.954,4,0.376,1568306,51
68,"Matt Hardy 999 (feat. Juice WRLD)","Trippie Redd","1HsOTiVqdN7PB1zOS2bcsO",0.201,0.672,188026,0.654,0,1,0.1,-4.528,1,0.0966,78.512,4,0.404,1568114,76
69,"MIDDLE CHILD","J. Cole","2JvzF1RMd7lE3KmFlsyZD8",0.149,0.837,213594,0.364,0,8,0.271,-11.713,1,0.276,123.984,4,0.463,1567402,81
70,"The Less I Know The Better","Tame Impala","6K4t31amVTZDgR3sKmwUJJ",0.0115,0.64,216320,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,1563903,84
71,"September","Earth, Wind & Fire","4f2GB5ZC7vOUYPAg69N2Xw",0.131,0.684,221520,0.864,0.00526,9,0.344,-4.819,1,0.0312,125.395,4,0.978,1557384,54
72,"ROCKSTAR (feat. Roddy Ricch)","DaBaby","7ytR5pFWmSjzHJIeQkgog4",0.247,0.746,181733,0.69,0,11,0.101,-7.956,1,0.164,89.977,4,0.497,1556222,85
73,"Chosen (feat. Ty Dolla $ign)","Blxst","1dIWPXMX4kRHj6Dt2DStUQ",0.336,0.571,161684,0.767,0,2,0.0809,-5.16,1,0.287,93.421,4,0.605,1552736,88
74,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert","2eAZfqOm4EnOF9VvN50Tyc",0.617,0.703,221747,0.757,0,1,0.106,-3.612,1,0.05,82.008,4,0.696,1546042,80
75,"Don't Be Shy","Tiësto","0bI7K9Becu2dtXK1Q3cZNB",0.198,0.77,140500,0.787,0,11,0.262,-3.748,0,0.0583,119.986,4,0.513,1544296,91
76,"Ready (feat. Gunna)","Lil Baby","4F6yN5FsFW10Ucx7cLCzBh",0.277,0.793,213287,0.395,1.4e-05,1,0.109,-5.578,1,0.385,77.027,4,0.129,1542876,79
77,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","78QR3Wp35dqAhFEc2qAGjE",0.0852,0.897,145543,0.662,0,1,0.534,-6.903,0,0.292,112.511,4,0.389,1541620,82
78,"Save Your Tears","The Weeknd","5QO79kh1waicV47BqGRL3g",0.0212,0.68,215627,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,0.644,1540214,88
79,"Butter","BTS","2bgTY4UwhfBYhGT4HUYStN",0.00323,0.759,164442,0.459,0,8,0.0906,-5.187,1,0.0948,109.997,4,0.695,1536294,91
80,"Tennessee Whiskey","Chris Stapleton","3fqwjXwUGN6vbzIwvyFMhx",0.205,0.392,293293,0.37,0.0096,9,0.0821,-10.888,1,0.0298,48.718,4,0.512,1534502,80
81,"Die For You","The Weeknd","2LBqCSwhJGcFQeTHMVGwy3",0.111,0.586,260253,0.525,0,1,0.134,-7.163,0,0.0615,133.629,4,0.508,1533762,75
82,"Ric Flair Drip (& Metro Boomin)","Offset","7sO5G9EABYOXQKNPNiE9NR",0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333,1528843,82
83,"Teenagers","My Chemical Romance","7j31rVgGX9Q2blT92VBEA0",0.0506,0.463,161920,0.857,0,4,0.184,-3.063,1,0.0632,111.647,4,0.856,1526307,84
84,"Tyler Herro","Jack Harlow","3w1WjD2zJqjBjDz5fwqQPJ",0.0872,0.792,156578,0.793,0,5,0.22,-6.185,0,0.0841,123.031,4,0.775,1526095,76
85,"See You Again (feat. Kali Uchis)","Tyler, The Creator","7KA4W4McWYRpgf0fWsJZWB",0.371,0.558,180387,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62,1515965,82
86,"Blueberry Faygo","Lil Mosey","22LAwLoDA5b4AaGSkg6bKW",0.207,0.774,162547,0.554,0,0,0.132,-7.909,1,0.0383,99.034,4,0.349,1514150,79
87,"What You Know Bout Love","Pop Smoke","1tkg4EHVoqnhR6iFEXb60y",0.65,0.709,160000,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543,1513609,85
88,"Up","Cardi B","1M4OcYkxAtu3ErzSgDEfoi",0.0012,0.868,156945,0.795,0.0193,11,0.0461,-6.044,1,0.269,166,4,0.819,1511490,76
89,"positions","Ariana Grande","35mvY5S1H3J2QZyna3TFe0",0.468,0.737,172325,0.802,0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682,1508928,87
90,"Before You Go","Lewis Capaldi","2gMXnyrvIjhVBUZwvLZDMP",0.604,0.459,215107,0.575,0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,1508021,85
91,"The Hills","The Weeknd","7fBv7CLKzipRk6EC6TWHOB",0.0671,0.585,242253,0.564,0,0,0.135,-7.063,0,0.0515,113.003,4,0.137,1504298,85
92,"WAP (feat. Megan Thee Stallion)","Cardi B","4Oun2ylbjFKMPTiaSbbCih",0.0194,0.935,187541,0.454,0,1,0.0824,-7.509,1,0.375,133.073,4,0.357,1496629,84
93,"Heartless","Kanye West","4EWCNWgDS8707fNSZ1oaA5",0.0515,0.79,211000,0.647,0,10,0.248,-5.983,0,0.136,87.999,4,0.654,1494175,81
94,"Don't Go Yet","Camila Cabello","1058fW9H3fZA6QjYCdOBad",0.0492,0.666,164842,0.796,0,10,0.0442,-6.967,0,0.103,110.108,4,0.61,1486595,90
95,"Classic","MKTO","6FE2iI43OZnszFLuLtvvmg",0.0384,0.72,175427,0.791,0,1,0.157,-4.689,1,0.124,102.071,4,0.756,1485869,84
96,"Wasted On You","Morgan Wallen","3cBsEDNhFI9E82vPj3kvi3",0.373,0.505,178520,0.657,0.00107,11,0.126,-5.24,0,0.0318,196,3,0.252,1484427,78
97,"AM I DREAMING (feat. Miley Cyrus)","Lil Nas X","6isTQfKXhNO3EyJd9mSxx8",0.77,0.629,183241,0.445,2.92e-06,3,0.351,-6.999,1,0.0258,94.103,4,0.209,1483911,79
98,"Don't Stop Believin'","Journey","4bHsxqR3GMrXTxEPLuK5ue",0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,1482359,82
99,"lovely (with Khalid)","Billie Eilish","0u2P5u6lvoDfwTYjAADbn4",0.934,0.351,200186,0.296,0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,1481411,88
